epoch,train_pinball,val_pinball
0,0.6151589724150571,0.29961150884628296
1,0.2802702627398751,0.30119094252586365
2,0.29976511082865975,0.19159148633480072
3,0.20946634709835052,0.19259551167488098
4,0.1724341723051938,0.1582757830619812
5,0.15691784105517648,0.1633002758026123
6,0.1489865709434856,0.1418423056602478
7,0.14397322372956708,0.13755351305007935
8,0.14021809724244205,0.14404582977294922
9,0.13626581294970078,0.13964460790157318
10,0.1325013985688036,0.12164008617401123
11,0.12834514623338525,0.1195269227027893
12,0.12481244030323896,0.13251951336860657
13,0.11982337967915968,0.1334071159362793
14,0.1172543229027228,0.10815171152353287
15,0.11286222961815921,0.106441929936409
16,0.1089536880904978,0.11418309807777405
17,0.1068289878693494,0.11183219403028488
18,0.10476011146198619,0.09380808472633362
19,0.10299279987812042,0.09399596601724625
20,0.09991292425177314,0.10386670380830765
21,0.10023475777019154,0.09770219773054123
22,0.10440948090770028,0.11779467016458511
23,0.0960217920216647,0.10672621428966522
24,0.09708939262411811,0.0906091257929802
25,0.09035485657778654,0.09180061519145966
26,0.10899934104897759,0.08222393691539764
27,0.09046233269301328,0.0852649062871933
28,0.08486812182448127,0.08144550025463104
29,0.08225963684645567,0.07683513313531876
30,0.08966952738436786,0.0810527354478836
31,0.07489622289484198,0.08144529163837433
32,0.0751769480380145,0.09845630824565887
33,0.10076320293274793,0.08483362942934036
34,0.07747295756231655,0.07443442195653915
35,0.09605152010917664,0.07490752637386322
36,0.0792514297095212,0.07593236118555069
37,0.06773659654638985,0.06729308515787125
38,0.06870470907200467,0.078389473259449
39,0.0800919077613137,0.0763472318649292
40,0.07472987066615712,0.06462161242961884
41,0.06956608579917388,0.07618969678878784
42,0.06334395598281514,0.05760607868432999
43,0.07054858126423576,0.08592495322227478
44,0.07181736413728107,0.06140977889299393
45,0.06348828998478977,0.10440748929977417
46,0.0752449903298508,0.05846616253256798
47,0.06718849485570734,0.07346803694963455
48,0.0639605656943538,0.05867090821266174
49,0.06301781149073081,0.06562984734773636
50,0.05661243268034675,0.06761948019266129
