epoch,train_pinball,val_pinball
0,0.6200928872281855,0.360511839389801
1,0.28870756978338413,0.24188055098056793
2,0.2190730574456128,0.19398990273475647
3,0.18805075829679316,0.1827922910451889
4,0.17207671132954686,0.18020284175872803
5,0.16286293430761858,0.14821654558181763
6,0.15457442890514028,0.14354583621025085
7,0.14829081405292857,0.15032944083213806
8,0.1431933343410492,0.1540408581495285
9,0.13970928571440958,0.13048528134822845
10,0.135415510291403,0.12491953372955322
11,0.132077449018305,0.14647862315177917
12,0.12765047374096783,0.1404561698436737
13,0.12571878649971702,0.11183161288499832
14,0.12213952162049034,0.1122492253780365
15,0.11958011998371644,0.1276082694530487
16,0.11576342718167738,0.1365385353565216
17,0.11371889561414719,0.10281025618314743
18,0.10983209637078371,0.10192066431045532
19,0.10817102857611396,0.10798873007297516
20,0.10492197153243152,0.10463149845600128
21,0.10681050324981863,0.1044781282544136
22,0.1070791558785872,0.08948821574449539
23,0.0994366854429245,0.10956261307001114
24,0.10845226252620871,0.19461089372634888
25,0.1002637351101095,0.09258770197629929
26,0.11038778559728102,0.13527102768421173
27,0.10086610344323245,0.08563192188739777
28,0.0973007849671624,0.1295032948255539
29,0.09528008089824157,0.09179317951202393
30,0.08844031664458188,0.08729101717472076
31,0.0986894963817163,0.11206848174333572
32,0.08441060564734719,0.0793573260307312
33,0.08282222761349245,0.07900156080722809
34,0.08154717914082787,0.08504809439182281
35,0.08098298500884663,0.08907490223646164
36,0.0795257417993112,0.07708747684955597
37,0.08263625827702609,0.1658087819814682
38,0.0847601206465201,0.08920183777809143
39,0.07959712174805728,0.07555074244737625
40,0.07522377222776414,0.07366392016410828
41,0.07737609364769675,0.07713740319013596
42,0.07802796716039831,0.07499382644891739
43,0.07871937372467734,0.10046271979808807
44,0.09445958015593615,0.07352720201015472
45,0.08306114104661075,0.08048587292432785
46,0.07121499939398332,0.07232944667339325
47,0.07457646131515502,0.06887038797140121
48,0.0777483571659435,0.07303797453641891
49,0.07384748336943713,0.06991031020879745
50,0.07882827371358872,0.06433349847793579
51,0.07151729539036751,0.06762348860502243
52,0.08275287557731975,0.061761513352394104
53,0.08566455685279586,0.10244327038526535
54,0.08501807227730751,0.1452627331018448
55,0.08533790734681217,0.07945721596479416
56,0.08409827148372477,0.06515314429998398
57,0.08321426930752668,0.07026469707489014
58,0.0818498471243815,0.05958719924092293
59,0.0806038645180789,0.09127907454967499
